"HITId,""HITTypeId"",""Title"",""Description"",""Keywords"",""Reward"",""CreationTim";"e""";",""MaxAs";signme;"nts"",""Requ";ester;Annotat;"ion"",""A";ssi;gnm;entDurati;onInS;"econds"",""A";utoApprova;lDe;layI;nSeconds;,Expira;tion;,Numb;erO;fSimil;arHI;"Ts"",""Lif";eti;meI;nS;econds;,As;si;"gnmentId"",""Wor";ker;"Id""";",""Assignmen";"tStatus"",""AcceptTime"",";SubmitTim;"e"",""Aut";oApprovalTi;"me"",""Ap";provalTi;"me"",""Rejectio";"nTime"",";Reque;sterFeedback;,Work;TimeInSe;"conds"",""Li";fetimeApp;rovalRate;,Last30DaysApprovalR;"ate""";",""L";ast7DaysA;ppro;"valRate"",""Answer.surveycode"",""Approve"",""Reject""";;;;;;;;;;;;;;;;;;;;;;;;;;;;
"356TQKY9XHL8NUHT3NQNII65OXT78U,""33YYKPVHQYQCT8X4EJB0JA6WFIYU0Y"",""Answer";a ;survey ;about ;reasoning ;with ;belief ;update ;-1;of ;"2)"",""For";each ;statement ;presented ;in ;the ;survey, ;indicate ;the ;degree ;to ;which ;you ;believe ;it ;on ;a ;scale ;from ;1;(implausible) ;to ;10;(extremely ;"plausible)."",""survey, ";research, ;logic, ;reasoning, ;belief ;update, ;mathematics, ;maths, ;math, ;philosophy, ;belief ;change, ;cognitive ;science, ;computer ;"science"",""$3.75"",""Fri";Jun ;25;05:01:09;PDT ;"2021"",""51"",""BatchId:4487238;OriginalHitTemplateId:920937340;"",""3600"",""259200"",""Fri";Jul ;2;05:01:09;PDT ;"2021"","","",""39LOEL67OVTT9VEZRDSZTKPG49683N"",""Approved"",""Fri"; Jun;25;06:22:11; PDT;"2021"",""Fri"; Jun;25;06:44:07; PDT;"2021"",""Mon"; Jun;28;06:44:07; PDT;"2021"",""Sat"; Jun;26;04:13:15; PDT;"2021"","","",""1316"",""100";"% (2/2)"",""100";"% (2/2)"",""0";"% (0/0)"",""BR1_2021"""
"356TQKY9XHL8NUHT3NQNII65OXT78U,""33YYKPVHQYQCT8X4EJB0JA6WFIYU0Y"",""Answer";a ;survey ;about ;reasoning ;with ;belief ;update ;-1;of ;"2)"",""For";each ;statement ;presented ;in ;the ;survey, ;indicate ;the ;degree ;to ;which ;you ;believe ;it ;on ;a ;scale ;from ;1;(implausible) ;to ;10;(extremely ;"plausible)."",""survey, ";research, ;logic, ;reasoning, ;belief ;update, ;mathematics, ;maths, ;math, ;philosophy, ;belief ;change, ;cognitive ;science, ;computer ;"science"",""$3.75"",""Fri";Jun ;25;05:01:09;PDT ;"2021"",""51"",""BatchId:4487238;OriginalHitTemplateId:920937340;"",""3600"",""259200"",""Fri";Jul ;2;05:01:09;PDT ;"2021"","","",""39OWYR0EPNF34DLAOCRVT62F0EEFYH"",""Approved"",""Fri"; Jun;25;05:12:03; PDT;"2021"",""Fri"; Jun;25;05:24:17; PDT;"2021"",""Mon"; Jun;28;05:24:17; PDT;"2021"",""Sat"; Jun;26;04:14:08; PDT;"2021"","","",""734"",""100%";"(2/2)"",""100%";"(2/2)"",""0%";"(0/0)"",""BR1_2021"""
"356TQKY9XHL8NUHT3NQNII65OXT78U,""33YYKPVHQYQCT8X4EJB0JA6WFIYU0Y"",""Answer";a ;survey ;about ;reasoning ;with ;belief ;update ;-1;of ;"2)"",""For";each ;statement ;presented ;in ;the ;survey, ;indicate ;the ;degree ;to ;which ;you ;believe ;it ;on ;a ;scale ;from ;1;(implausible) ;to ;10;(extremely ;"plausible)."",""survey, ";research, ;logic, ;reasoning, ;belief ;update, ;mathematics, ;maths, ;math, ;philosophy, ;belief ;change, ;cognitive ;science, ;computer ;"science"",""$3.75"",""Fri";Jun ;25;05:01:09;PDT ;"2021"",""51"",""BatchId:4487238;OriginalHitTemplateId:920937340;"",""3600"",""259200"",""Fri";Jul ;2;05:01:09;PDT ;"2021"","","",""39U1BHVTDOFC7F6NUB3UKGL3IMQT3W"",""Approved"",""Fri";Jun ;25;05:01:24;PDT ;"2021"",""Fri";Jun ;25;05:21:09;PDT ;"2021"",""Mon";Jun ;28;05:21:09;PDT ;"2021"",""Sat";Jun ;26;04:16:20;PDT ;"2021"","","",""1185"",""100%";"(2/2)"",""100%";"(2/2)"",""0%";"(0/0)"",""BR1_2021"""
"356TQKY9XHL8NUHT3NQNII65OXT78U,""33YYKPVHQYQCT8X4EJB0JA6WFIYU0Y"",""Answer";a ;survey ;about ;reasoning ;with ;belief ;update ;-1;of ;"2)"",""For";each ;statement ;presented ;in ;the ;survey, ;indicate ;the ;degree ;to ;which ;you ;believe ;it ;on ;a ;scale ;from ;1;(implausible) ;to ;10;(extremely ;"plausible)."",""survey, ";research, ;logic, ;reasoning, ;belief ;update, ;mathematics, ;maths, ;math, ;philosophy, ;belief ;change, ;cognitive ;science, ;computer ;"science"",""$3.75"",""Fri";Jun ;25;05:01:09;PDT ;"2021"",""51"",""BatchId:4487238;OriginalHitTemplateId:920937340;"",""3600"",""259200"",""Fri";Jul ;2;05:01:09;PDT ;"2021"","","",""3A1COHJ8NMJ833LY6YH1XEQQNEQ8HW"",""Approved"",""Fri"; Jun;25;09:05:47; PDT;"2021"",""Fri"; Jun;25;09:18:57; PDT;"2021"",""Mon"; Jun;28;09:18:57; PDT;"2021"",""Sat"; Jun;26;04:10:19; PDT;"2021"","","",""790"",""100%";"(1/1)"",""100%";"(1/1)"",""0%";"(0/0)"",""BR1_2021"""
"356TQKY9XHL8NUHT3NQNII65OXT78U,""33YYKPVHQYQCT8X4EJB0JA6WFIYU0Y"",""Answer";a ;survey ;about ;reasoning ;with ;belief ;update ;-1;of ;"2)"",""For";each ;statement ;presented ;in ;the ;survey, ;indicate ;the ;degree ;to ;which ;you ;believe ;it ;on ;a ;scale ;from ;1;(implausible) ;to ;10;(extremely ;"plausible)."",""survey, ";research, ;logic, ;reasoning, ;belief ;update, ;mathematics, ;maths, ;math, ;philosophy, ;belief ;change, ;cognitive ;science, ;computer ;"science"",""$3.75"",""Fri";Jun ;25;05:01:09;PDT ;"2021"",""51"",""BatchId:4487238;OriginalHitTemplateId:920937340;"",""3600"",""259200"",""Fri";Jul ;2;05:01:09;PDT ;"2021"","","",""3A9AA95ATZAHT20KRDI3U3IQ7FX5PU"",""Approved"",""Fri"; Jun;25;05:01:24; PDT;"2021"",""Fri"; Jun;25;05:14:48; PDT;"2021"",""Mon"; Jun;28;05:14:48; PDT;"2021"",""Sat"; Jun;26;04:10:19; PDT;"2021"","","",""804"",""100%";"(2/2)"",""100%";"(2/2)"",""0%";"(0/0)"",""BR1_2021"""
"356TQKY9XHL8NUHT3NQNII65OXT78U,""33YYKPVHQYQCT8X4EJB0JA6WFIYU0Y"",""Answer";a ;survey ;about ;reasoning ;with ;belief ;update ;-1;of ;"2)"",""For";each ;statement ;presented ;in ;the ;survey, ;indicate ;the ;degree ;to ;which ;you ;believe ;it ;on ;a ;scale ;from ;1;(implausible) ;to ;10;(extremely ;"plausible)."",""survey, ";research, ;logic, ;reasoning, ;belief ;update, ;mathematics, ;maths, ;math, ;philosophy, ;belief ;change, ;cognitive ;science, ;computer ;"science"",""$3.75"",""Fri";Jun ;25;05:01:09;PDT ;"2021"",""51"",""BatchId:4487238;OriginalHitTemplateId:920937340;"",""3600"",""259200"",""Fri";Jul ;2;05:01:09;PDT ;"2021"","","",""3DHE4R9OCZZJHSOY6BQI2N1MMEJG20"",""Approved"",""Fri";Jun ;25;05:01:38;PDT ;"2021"",""Fri";Jun ;25;05:24:10;PDT ;"2021"",""Mon";Jun ;28;05:24:10;PDT ;"2021"",""Sat";Jun ;26;04:16:20;PDT ;"2021"","","",""1352"",""100%";"(2/2)"",""100%";"(2/2)"",""0%";"(0/0)"",""BR1_2021"""
"356TQKY9XHL8NUHT3NQNII65OXT78U,""33YYKPVHQYQCT8X4EJB0JA6WFIYU0Y"",""Answer";a ;survey ;about ;reasoning ;with ;belief ;update ;-1;of ;"2)"",""For";each ;statement ;presented ;in ;the ;survey, ;indicate ;the ;degree ;to ;which ;you ;believe ;it ;on ;a ;scale ;from ;1;(implausible) ;to ;10;(extremely ;"plausible)."",""survey, ";research, ;logic, ;reasoning, ;belief ;update, ;mathematics, ;maths, ;math, ;philosophy, ;belief ;change, ;cognitive ;science, ;computer ;"science"",""$3.75"",""Fri";Jun ;25;05:01:09;PDT ;"2021"",""51"",""BatchId:4487238;OriginalHitTemplateId:920937340;"",""3600"",""259200"",""Fri";Jul ;2;05:01:09;PDT ;"2021"","","",""3DI28L7YXD2E8TABHC0GX165HSQ1EN"",""Approved"",""Fri"; Jun;25;05:01:24; PDT;"2021"",""Fri"; Jun;25;05:31:18; PDT;"2021"",""Mon"; Jun;28;05:31:18; PDT;"2021"",""Sat"; Jun;26;04:14:37; PDT;"2021"","","",""1794"",""100";"% (2/2)"",""100";"% (2/2)"",""0";"% (0/0)"",""BR1_2021"""
"356TQKY9XHL8NUHT3NQNII65OXT78U,""33YYKPVHQYQCT8X4EJB0JA6WFIYU0Y"",""Answer";a ;survey ;about ;reasoning ;with ;belief ;update ;-1;of ;"2)"",""For";each ;statement ;presented ;in ;the ;survey, ;indicate ;the ;degree ;to ;which ;you ;believe ;it ;on ;a ;scale ;from ;1;(implausible) ;to ;10;(extremely ;"plausible)."",""survey, ";research, ;logic, ;reasoning, ;belief ;update, ;mathematics, ;maths, ;math, ;philosophy, ;belief ;change, ;cognitive ;science, ;computer ;"science"",""$3.75"",""Fri";Jun ;25;05:01:09;PDT ;"2021"",""51"",""BatchId:4487238;OriginalHitTemplateId:920937340;"",""3600"",""259200"",""Fri";Jul ;2;05:01:09;PDT ;"2021"","","",""3FFJ6VRIL4CQH9RFHCM74BLN4TS0IT"",""Approved"",""Fri";Jun ;25;06:09:51;PDT ;"2021"",""Fri";Jun ;25;06:33:35;PDT ;"2021"",""Mon";Jun ;28;06:33:35;PDT ;"2021"",""Sat";Jun ;26;04:16:20;PDT ;"2021"","","",""1424"",""100%";"(2/2)"",""100%";"(2/2)"",""0%";"(0/0)"",""BR1_2021"""
"356TQKY9XHL8NUHT3NQNII65OXT78U,""33YYKPVHQYQCT8X4EJB0JA6WFIYU0Y"",""Answer";a ;survey ;about ;reasoning ;with ;belief ;update ;-1;of ;"2)"",""For";each ;statement ;presented ;in ;the ;survey, ;indicate ;the ;degree ;to ;which ;you ;believe ;it ;on ;a ;scale ;from ;1;(implausible) ;to ;10;(extremely ;"plausible)."",""survey, ";research, ;logic, ;reasoning, ;belief ;update, ;mathematics, ;maths, ;math, ;philosophy, ;belief ;change, ;cognitive ;science, ;computer ;"science"",""$3.75"",""Fri";Jun ;25;05:01:09;PDT ;"2021"",""51"",""BatchId:4487238;OriginalHitTemplateId:920937340;"",""3600"",""259200"",""Fri";Jul ;2;05:01:09;PDT ;"2021"","","",""3H8DHMCCWCZBMOIXTRVEWYKJQMPDK9"",""Approved"",""Fri"; Jun;25;05:01:26; PDT;"2021"",""Fri"; Jun;25;05:46:18; PDT;"2021"",""Mon"; Jun;28;05:46:18; PDT;"2021"",""Sat"; Jun;26;04:10:20; PDT;"2021"","","",""2692"",""100";"% (4/4)"",""100";"% (2/2)"",""0";"% (0/0)"",""BR1_2021"""
"356TQKY9XHL8NUHT3NQNII65OXT78U,""33YYKPVHQYQCT8X4EJB0JA6WFIYU0Y"",""Answer";a ;survey ;about ;reasoning ;with ;belief ;update ;-1;of ;"2)"",""For";each ;statement ;presented ;in ;the ;survey, ;indicate ;the ;degree ;to ;which ;you ;believe ;it ;on ;a ;scale ;from ;1;(implausible) ;to ;10;(extremely ;"plausible)."",""survey, ";research, ;logic, ;reasoning, ;belief ;update, ;mathematics, ;maths, ;math, ;philosophy, ;belief ;change, ;cognitive ;science, ;computer ;"science"",""$3.75"",""Fri";Jun ;25;05:01:09;PDT ;"2021"",""51"",""BatchId:4487238;OriginalHitTemplateId:920937340;"",""3600"",""259200"",""Fri";Jul ;2;05:01:09;PDT ;"2021"","","",""3HRMW88U19ECDSH62RKZW4S4L2G0MD"",""Approved"",""Fri"; Jun;25;08:02:48; PDT;"2021"",""Fri"; Jun;25;09:01:03; PDT;"2021"",""Mon"; Jun;28;09:01:03; PDT;"2021"",""Sat"; Jun;26;04:14:36; PDT;"2021"","","",""3495"",""100";"% (4/4)"",""100";"% (2/2)"",""0";"% (0/0)"",""BR1_2021"""
"356TQKY9XHL8NUHT3NQNII65OXT78U,""33YYKPVHQYQCT8X4EJB0JA6WFIYU0Y"",""Answer";a ;survey ;about ;reasoning ;with ;belief ;update ;-1;of ;"2)"",""For";each ;statement ;presented ;in ;the ;survey, ;indicate ;the ;degree ;to ;which ;you ;believe ;it ;on ;a ;scale ;from ;1;(implausible) ;to ;10;(extremely ;"plausible)."",""survey, ";research, ;logic, ;reasoning, ;belief ;update, ;mathematics, ;maths, ;math, ;philosophy, ;belief ;change, ;cognitive ;science, ;computer ;"science"",""$3.75"",""Fri";Jun ;25;05:01:09;PDT ;"2021"",""51"",""BatchId:4487238;OriginalHitTemplateId:920937340;"",""3600"",""259200"",""Fri";Jul ;2;05:01:09;PDT ;"2021"","","",""3HWRJOOET8QE2D95UVF0T2TE7SASE5"",""Approved"",""Fri"; Jun;25;09:22:45; PDT;"2021"",""Fri"; Jun;25;09:46:53; PDT;"2021"",""Mon"; Jun;28;09:46:53; PDT;"2021"",""Sat"; Jun;26;04:15:24; PDT;"2021"","","",""1448"",""100";"% (1/1)"",""100";"% (1/1)"",""0";"% (0/0)"",""BR1_2021"""
"356TQKY9XHL8NUHT3NQNII65OXT78U,""33YYKPVHQYQCT8X4EJB0JA6WFIYU0Y"",""Answer";a ;survey ;about ;reasoning ;with ;belief ;update ;-1;of ;"2)"",""For";each ;statement ;presented ;in ;the ;survey, ;indicate ;the ;degree ;to ;which ;you ;believe ;it ;on ;a ;scale ;from ;1;(implausible) ;to ;10;(extremely ;"plausible)."",""survey, ";research, ;logic, ;reasoning, ;belief ;update, ;mathematics, ;maths, ;math, ;philosophy, ;belief ;change, ;cognitive ;science, ;computer ;"science"",""$3.75"",""Fri";Jun ;25;05:01:09;PDT ;"2021"",""51"",""BatchId:4487238;OriginalHitTemplateId:920937340;"",""3600"",""259200"",""Fri";Jul ;2;05:01:09;PDT ;"2021"","","",""3L2IS5HSFD6YBWEMCZDJYQ5B6HPNUY"",""Approved"",""Fri"; Jun;25;05:01:26; PDT;"2021"",""Fri"; Jun;25;05:36:02; PDT;"2021"",""Mon"; Jun;28;05:36:02; PDT;"2021"",""Sat"; Jun;26;04:14:36; PDT;"2021"","","",""2076"",""100";"% (2/2)"",""100";"% (1/1)"",""0";"% (0/0)"",""BR1_2021"""
