consent,captcha_code,language_question,rank_statement_7,explanation_statement_7,rank_statement_8,explanation_statement_8,rank_statement_9,explanation_statement_9,rank_statement_10,explanation_statement_10,rank_statement_11,explanation_statement_11,rank_statement_12,explanation_statement_12,mturk_ID_consent,feedback,year,month,day,hour,minute,second
Yes,CJX0A6,giggle,strongly agree,I do not endorse the statement that Michaela W is an actress. I do endorse the statement that Michaela W is hard to please.,agree,I do not endorse the statement that Liam F is a computer science student. I do endorse the statement that Liam F is a hacker.,agree,I do endorse the statement that Carina K is a lawyer. I do not endorse the statement that Carina K does tell lies.,neutral,I do not endorse the statement that Harold C is an office manager. I do endorse the statement that Harold C does have a short temper.,agree,I do not endorse the statement that Margaret R is a baker. I do endorse the statement that Margaret R does get up early in the morning to bake bread.,agree,I do not endorse the statement that Eric V is a football player from Slovenia. I do endorse the statement that Eric V is a football player from Slovenia.,Yes,good,2020,11,24,12,38,10
Yes,CJX0A6,giggle,disagree,I do endorse the statement that Michaela W is an actress. I do not endorse the statement that Michaela W is hard to please.,strongly disagree,I do endorse the statement that Liam F is a computer science student. I do not endorse the statement that Liam F is a hacker.,disagree,I do endorse the statement that Carina K is a lawyer. I do not endorse the statement that Carina K does tell lies.,disagree,I do endorse the statement that Harold C is an office manager. I do not endorse the statement that Harold C does have a short temper.,neutral,I do not endorse the statement that Margaret R is a baker. I do endorse the statement that Margaret R does get up early in the morning to bake bread.,agree,I do endorse the statement that Eric V is a football player from Slovenia. I do not endorse the statement that Eric V is a football player from Slovenia.,Yes,none,2020,11,24,17,42,29
Yes,CJX0A6,giggle,disagree,I do not endorse the statement that Michaela W is an actress. I do not endorse the statement that Michaela W is hard to please.,strongly disagree,I do endorse the statement that Liam F is a computer science student. I do not endorse the statement that Liam F is a hacker.,agree,I do endorse the statement that Carina K is a lawyer. I do endorse the statement that Carina K does tell lies.,agree,I do not endorse the statement that Harold C is an office manager. I do not endorse the statement that Harold C does have a short temper.,agree,I do endorse the statement that Margaret R is a baker. I do endorse the statement that Margaret R does get up early in the morning to bake bread.,agree,I do not endorse the statement that Eric V is a football player from Slovenia. I do not endorse the statement that Eric V is a football player from Slovenia.,Yes,"NA",2020,11,24,17,22,48
Yes,CJX0A6,giggle,agree,I do endorse the statement that Michaela W is an actress. I do endorse the statement that Michaela W is hard to please.,strongly agree,I do endorse the statement that Liam F is a computer science student. I do not endorse the statement that Liam F is a hacker.,agree,I do endorse the statement that Carina K is a lawyer. I do endorse the statement that Carina K does tell lies.,agree,I do endorse the statement that Harold C is an office manager. I do endorse the statement that Harold C does have a short temper.,agree,I do not endorse the statement that Margaret R is a baker. I do not endorse the statement that Margaret R does get up early in the morning to bake bread.,neutral,I do endorse the statement that Eric V is a football player from Slovenia. I do not endorse the statement that Eric V is a football player from Slovenia.,Yes,Nothing,2020,11,24,17,21,8
Yes,CJX0A6,giggle,disagree,I do endorse the statement that Michaela W is an actress. I do not endorse the statement that Michaela W is hard to please.,strongly disagree,I do endorse the statement that Liam F is a computer science student. I do not endorse the statement that Liam F is a hacker.,disagree,I do endorse the statement that Carina K is a lawyer. I do not endorse the statement that Carina K does tell lies.,disagree,I do endorse the statement that Harold C is an office manager. I do not endorse the statement that Harold C does have a short temper.,agree,I do endorse the statement that Margaret R is a baker. I do endorse the statement that Margaret R does get up early in the morning to bake bread.,strongly agree,I do endorse the statement that Eric V is a football player from Slovenia. I do endorse the statement that Eric V is a football player from Slovenia.,Yes,None,2020,11,24,17,25,50
Yes,CJX0A6,giggle,agree,I do endorse the statement that Michaela W is an actress. I do endorse the statement that Michaela W is hard to please.,strongly disagree,I do endorse the statement that Liam F is a computer science student. I do endorse the statement that Liam F is a hacker.,strongly agree,I do endorse the statement that Carina K is a lawyer. I do endorse the statement that Carina K does tell lies.,disagree,I do endorse the statement that Harold C is an office manager. I do not endorse the statement that Harold C does have a short temper.,agree,I do endorse the statement that Margaret R is a baker. I do endorse the statement that Margaret R does get up early in the morning to bake bread.,strongly agree,I do endorse the statement that Eric V is a football player from Slovenia. I do endorse the statement that Eric V is a football player from Slovenia.,Yes,na,2020,11,24,17,54,5
Yes,CJX0A6,giggle,disagree,I do endorse the statement that Michaela W is an actress. I do not endorse the statement that Michaela W is hard to please.,strongly disagree,I do not endorse the statement that Liam F is a computer science student. I do not endorse the statement that Liam F is a hacker.,disagree,I do not endorse the statement that Carina K is a lawyer. I do not endorse the statement that Carina K does tell lies.,neutral,I do endorse the statement that Harold C is an office manager. I do not endorse the statement that Harold C does have a short temper.,agree,I do endorse the statement that Margaret R is a baker. I do endorse the statement that Margaret R does get up early in the morning to bake bread.,strongly agree,I do endorse the statement that Eric V is a football player from Slovenia. I do endorse the statement that Eric V is a football player from Slovenia.,Yes,Loved it. Would like to do more ! :),2020,11,24,17,21,29
Yes,CJX0A6,giggle,disagree,I do not endorse the statement that Michaela W is an actress. I do endorse the statement that Michaela W is hard to please.,strongly agree,I do endorse the statement that Liam F is a computer science student. I do endorse the statement that Liam F is a hacker.,strongly disagree,I do endorse the statement that Carina K is a lawyer. I do endorse the statement that Carina K does tell lies.,strongly agree,I do endorse the statement that Harold C is an office manager. I do endorse the statement that Harold C does have a short temper.,strongly agree,I do endorse the statement that Margaret R is a baker. I do endorse the statement that Margaret R does get up early in the morning to bake bread.,neutral,I do endorse the statement that Eric V is a football player from Slovenia. I do endorse the statement that Eric V is a football player from Slovenia.,Yes,nothing,2020,11,24,15,3,5
Yes,CJX0A6,giggle,neutral,I do endorse the statement that Michaela W is an actress. I do endorse the statement that Michaela W is hard to please.;I do endorse the statement that Michaela W is an actress. I do not endorse the statement that Michaela W is hard to please.;I do not endorse the statement that Michaela W is an actress. I do not endorse the statement that Michaela W is hard to please.,strongly agree,I do endorse the statement that Liam F is a computer science student. I do endorse the statement that Liam F is a hacker.,agree,I do endorse the statement that Carina K is a lawyer. I do endorse the statement that Carina K does tell lies.,neutral,I do endorse the statement that Harold C is an office manager. I do not endorse the statement that Harold C does have a short temper.,agree,I do endorse the statement that Margaret R is a baker. I do not endorse the statement that Margaret R does get up early in the morning to bake bread.;I do not endorse the statement that Margaret R is a baker. I do not endorse the statement that Margaret R does get up early in the morning to bake bread.,agree,I do endorse the statement that Eric V is a football player from Slovenia. I do not endorse the statement that Eric V is a football player from Slovenia.,Yes,n/a,2020,11,24,17,16,54
Yes,CJX0A6,giggle,agree,I do not endorse the statement that Michaela W is an actress. I do not endorse the statement that Michaela W is hard to please.,disagree,I do endorse the statement that Liam F is a computer science student. I do not endorse the statement that Liam F is a hacker.,disagree,I do not endorse the statement that Carina K is a lawyer. I do endorse the statement that Carina K does tell lies.,disagree,I do endorse the statement that Harold C is an office manager. I do not endorse the statement that Harold C does have a short temper.,agree,I do endorse the statement that Margaret R is a baker. I do endorse the statement that Margaret R does get up early in the morning to bake bread.,strongly disagree,I do not endorse the statement that Eric V is a football player from Slovenia. I do endorse the statement that Eric V is a football player from Slovenia.,Yes,No Comment,2020,11,24,17,48,53
Yes,CJX0A6,giggle,neutral,I do endorse the statement that Michaela W is an actress. I do endorse the statement that Michaela W is hard to please.,disagree,I do endorse the statement that Liam F is a computer science student. I do not endorse the statement that Liam F is a hacker.,neutral,I do endorse the statement that Carina K is a lawyer. I do endorse the statement that Carina K does tell lies.,agree,I do endorse the statement that Harold C is an office manager. I do endorse the statement that Harold C does have a short temper.,agree,I do endorse the statement that Margaret R is a baker. I do endorse the statement that Margaret R does get up early in the morning to bake bread.,agree,I do not endorse the statement that Eric V is a football player from Slovenia. I do not endorse the statement that Eric V is a football player from Slovenia.,Yes,Good.,2020,11,24,10,48,3
Yes,CJX0A6,giggle,agree,I do endorse the statement that Michaela W is an actress. I do endorse the statement that Michaela W is hard to please.,neutral,I do endorse the statement that Liam F is a computer science student. I do endorse the statement that Liam F is a hacker.,strongly agree,I do endorse the statement that Carina K is a lawyer. I do endorse the statement that Carina K does tell lies.,disagree,I do endorse the statement that Harold C is an office manager. I do not endorse the statement that Harold C does have a short temper.,agree,I do endorse the statement that Margaret R is a baker. I do not endorse the statement that Margaret R does get up early in the morning to bake bread.,strongly agree,I do endorse the statement that Eric V is a football player from Slovenia. I do endorse the statement that Eric V is a football player from Slovenia.,Yes,"NA",2020,11,24,10,44,20
Yes,CJX0A6,giggle,neutral,I do not endorse the statement that Michaela W is an actress. I do not endorse the statement that Michaela W is hard to please.,disagree,I do endorse the statement that Liam F is a computer science student. I do not endorse the statement that Liam F is a hacker.,neutral,I do endorse the statement that Carina K is a lawyer. I do not endorse the statement that Carina K does tell lies.,disagree,I do endorse the statement that Harold C is an office manager. I do not endorse the statement that Harold C does have a short temper.,neutral,I do not endorse the statement that Margaret R is a baker. I do not endorse the statement that Margaret R does get up early in the morning to bake bread.,neutral,I do not endorse the statement that Eric V is a football player from Slovenia. I do not endorse the statement that Eric V is a football player from Slovenia.,Yes,none,2020,11,24,17,43,25
Yes,CJX0A6,giggle,agree,I do endorse the statement that Michaela W is an actress. I do endorse the statement that Michaela W is hard to please.,disagree,I do endorse the statement that Liam F is a computer science student. I do not endorse the statement that Liam F is a hacker.,neutral,I do not endorse the statement that Carina K is a lawyer. I do not endorse the statement that Carina K does tell lies.,disagree,I do endorse the statement that Harold C is an office manager. I do not endorse the statement that Harold C does have a short temper.,neutral,I do endorse the statement that Margaret R is a baker. I do not endorse the statement that Margaret R does get up early in the morning to bake bread.,strongly agree,I do endorse the statement that Eric V is a football player from Slovenia. I do endorse the statement that Eric V is a football player from Slovenia.,Yes,"This is quite an odd, unique survey. I liked it. Thank you.",2020,11,24,15,4,49
Yes,CJX0A6,giggle,agree,I do endorse the statement that Michaela W is an actress. I do not endorse the statement that Michaela W is hard to please.,agree,I do not endorse the statement that Liam F is a computer science student. I do not endorse the statement that Liam F is a hacker.,agree,I do endorse the statement that Carina K is a lawyer. I do not endorse the statement that Carina K does tell lies.,agree,I do endorse the statement that Harold C is an office manager. I do endorse the statement that Harold C does have a short temper.,agree,I do not endorse the statement that Margaret R is a baker. I do not endorse the statement that Margaret R does get up early in the morning to bake bread.,agree,I do endorse the statement that Eric V is a football player from Slovenia. I do not endorse the statement that Eric V is a football player from Slovenia.,Yes,"nothing
",2020,11,24,13,49,44
Yes,CJX0A6,giggle,disagree,I do endorse the statement that Michaela W is an actress. I do not endorse the statement that Michaela W is hard to please.,strongly disagree,I do endorse the statement that Liam F is a computer science student. I do not endorse the statement that Liam F is a hacker.,disagree,I do endorse the statement that Carina K is a lawyer. I do not endorse the statement that Carina K does tell lies.,strongly disagree,I do endorse the statement that Harold C is an office manager. I do not endorse the statement that Harold C does have a short temper.,agree,I do endorse the statement that Margaret R is a baker. I do endorse the statement that Margaret R does get up early in the morning to bake bread.,strongly agree,I do endorse the statement that Eric V is a football player from Slovenia. I do endorse the statement that Eric V is a football player from Slovenia.,Yes,"NA",2020,11,24,17,20,23
Yes,CJX0A6,giggle,strongly disagree,I do endorse the statement that Michaela W is an actress. I do not endorse the statement that Michaela W is hard to please.,disagree,I do endorse the statement that Liam F is a computer science student. I do not endorse the statement that Liam F is a hacker.,agree,I do endorse the statement that Carina K is a lawyer. I do endorse the statement that Carina K does tell lies.,strongly disagree,I do endorse the statement that Harold C is an office manager. I do not endorse the statement that Harold C does have a short temper.,disagree,I do endorse the statement that Margaret R is a baker. I do not endorse the statement that Margaret R does get up early in the morning to bake bread.,strongly agree,I do endorse the statement that Eric V is a football player from Slovenia. I do endorse the statement that Eric V is a football player from Slovenia.,Yes,"Thanks, this was a fun hit.  Everything worked fine.",2020,11,24,17,12,30
Yes,CJX0A6,giggle,disagree,I do endorse the statement that Michaela W is an actress. I do not endorse the statement that Michaela W is hard to please.,strongly disagree,I do endorse the statement that Liam F is a computer science student. I do not endorse the statement that Liam F is a hacker.,agree,I do endorse the statement that Carina K is a lawyer. I do endorse the statement that Carina K does tell lies.,disagree,I do not endorse the statement that Harold C is an office manager. I do not endorse the statement that Harold C does have a short temper.,strongly disagree,I do endorse the statement that Margaret R is a baker. I do not endorse the statement that Margaret R does get up early in the morning to bake bread.,strongly agree,I do endorse the statement that Eric V is a football player from Slovenia. I do endorse the statement that Eric V is a football player from Slovenia.,Yes,No.,2020,11,24,9,37,1
Yes,CJX0A6,funny giggle,strongly disagree,I do endorse the statement that Michaela W is an actress. I do not endorse the statement that Michaela W is hard to please.,strongly disagree,I do endorse the statement that Liam F is a computer science student. I do endorse the statement that Liam F is a hacker.,strongly agree,I do endorse the statement that Carina K is a lawyer. I do endorse the statement that Carina K does tell lies.,strongly disagree,I do not endorse the statement that Harold C is an office manager. I do not endorse the statement that Harold C does have a short temper.,agree,I do endorse the statement that Margaret R is a baker. I do endorse the statement that Margaret R does get up early in the morning to bake bread.,strongly agree,I do endorse the statement that Eric V is a football player from Slovenia. I do endorse the statement that Eric V is a football player from Slovenia.,Yes,none,2020,11,24,17,23,48
Yes,CJX0A6,giggle,agree,I do endorse the statement that Michaela W is an actress. I do endorse the statement that Michaela W is hard to please.,neutral,I do not endorse the statement that Liam F is a computer science student. I do endorse the statement that Liam F is a hacker.,agree,I do endorse the statement that Carina K is a lawyer. I do not endorse the statement that Carina K does tell lies.,agree,I do endorse the statement that Harold C is an office manager. I do endorse the statement that Harold C does have a short temper.,disagree,I do endorse the statement that Margaret R is a baker. I do endorse the statement that Margaret R does get up early in the morning to bake bread.,agree,I do endorse the statement that Eric V is a football player from Slovenia. I do endorse the statement that Eric V is a football player from Slovenia.,Yes,none,2020,11,24,18,4,57
